COM;COD_Proposta;NomeProposta;TxTModalidade;Segmento;TipoContagem;ConsIni_GN;ConsFim_GN;ConsIni_ELE;ConsFim_ELE;Fornecimento;DuracaoContrato;Data ini;Data fim;FiltroContratacao;Filtrofaturacao;FiltroPagamento;FiltroAtendimento;FiltroFidelização;FiltroRenovavel;FiltroRestrições;FiltroPrecosIndex;FiltroServicosAdic;FiltroTarifaSocial;FiltroReembolsos;FiltroNovosClientes;CustoServicos_s/IVA (€/ano);CustoServicos_c/IVA (€/ano);ReembFixo (€/ano);ReembTF_ELE (%);ReembTW_ELE (%);ReembW_ELE (€/kWh);ReembTF_GN (%);ReembTW_GN (%);ReembW_GN (€/kWh);DescontNovoCliente_c/IVA (€/ano);Desc. TF_ELE (%) - Novo Cliente;Desc. TW_ELE (%) - Novo Cliente;Desc. W_ELE (€/kWh) - Novo Cliente;Desc. TF_GN (%) - Novo Cliente;Desc. TW_GN (%) - Novo Cliente;Desc. W_GN (€/kWh) - Novo Cliente;TxTOferta;TxTERSE;LinkCOM;LinkOfertaCom;LinkFichaPadrao;LinkCondicoesGerais;ContactoComercialTel;ContactoWEBouMAIL;Contrat_Elect;Contrat_Presen;Contrat_Telef;TxTContratação;TxTFatura;TxTPagamento;TxTAtendimento;TxTFaturacao;TxTFidelização;TxTRestricoesAdic;Detalhe restrições;DetalheOutrosDesc/benefi;TxTAtualizaPrecos;TxTServicoAdic;TxToutrosServicoAdic;TxTReembolsos
GALP;GALP_50;Galp Negócios Eletricidade Verde & Gas Natural 1%-Trihorário;;Ndom;3;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;;;
GALP;GALP_55;Galp Negócios Eletricidade Verde & Gas Natural ;;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;;;
GALP;GALP_60;Galp Negócios Eletricidade Verde (DD) -3%-Trihorário;Desconto associado ao pagamento por débiro direto;Ndom;3;;;;;ELE;12;01/07/2025;30/09/2025;111;11;100;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;;;
GALP;GALP_61;Galp Negócios Eletricidade Verde  (DD);Desconto associado ao pagamento por débiro direto;Ndom;12;;;;;ELE;12;01/07/2025;30/09/2025;111;11;100;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;;;
GALP;GALP_62;Galp Negócios Eletricidade Verde - 1% Trihorário;;Ndom;3;;;;;ELE;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;;;
GALP;GALP_59;Galp Negócios Eletricidade Verde ;;Ndom;12;;;;;ELE;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;;;
GALP;GALP_56;Plano Negócios Plus Gás Natural (DD) 8%- Galp 360 Assist+ Plus;Desconto associado ao pagamento com débito direto;Ndom;;;;;;GN;12;01/07/2025;30/09/2025;111;11;100;1111;N;N;N;N;S;N;N;N;12,79;153,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8% Desconto direto na fatura (termo fixo + termo variável) ;Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist + Plus, 12,79€/mês;;
GALP;GALP_57;Plano Negócios Plus Gás Natural (DD) 8%- Galp 360 Assist +;Desconto associado ao pagamento com débito direto;Ndom;;;;;;GN;12;01/07/2025;30/09/2025;111;11;100;1111;N;N;N;N;S;N;N;N;106,8;131,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8%Desconto direto na fatura (termo fixo + termo variável) ;Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist +: 10,95€/mês;;
GALP;GALP_58;Plano Negócios Plus Gás Natural - Galp 360 Assist+ Plus;;Ndom;;;;;;GN;12;01/07/2025;30/09/2025;111;11;011;1111;N;N;N;N;S;N;N;N;124,8;153,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6% Desconto direto na fatura (termo fixo + termo variável) ;Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ; Galp 360 Assist+ Plus: 12,79€/mês;;
GALP;GALP_47;Plano Negócios Plus Gás Natural - Galp 360 Assist+;;Ndom;;;;;;GN;12;01/07/2025;30/09/2025;111;11;011;1111;N;N;N;N;S;N;N;N;106,8;131,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6% Desconto direto na fatura (termo fixo + termo variável) ;Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. +: 10,95€/mês;;
GALP;GALP_36;Plano Negócios Plus Eletricidade Verde - Galp 360 Assist.;;Ndom;12;;;;;ELE;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;S;N;N;N;70,8;87,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. 7,26€/mês;;
GALP;GALP_37;Plano Negócios Plus Eletricidade Verde & Gás Natural (DD) - Galp 360 Assist+ Plus;Desconto associado ao pagamento com débito direto;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;100;1111;N;S;N;N;S;N;N;N;124,8;153,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. + Plus: 12,79€/mês;;
GALP;GALP_38;Plano Negócios Plus Eletricidade Verde & Gás Natural (DD) - Galp 360 Assist. Plus;Desconto associado ao pagamento com débito direto;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;100;1111;N;S;N;N;S;N;N;N;88,8;109,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist Plus: 9,10€/mês;;
GALP;GALP_35;Plano Negócios Plus Eletricidade Verde & Gás Natural (DD) - Galp 360 Assist +;Desconto associado ao pagamento com débito direto;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;100;1111;N;S;N;N;S;N;N;N;106,8;131,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. +: 10,95€/mês;;
GALP;GALP_32;Plano Negócios Plus Eletricidade Verde & Gás Natural (DD) - Galp 360 Assist.;Desconto associado ao pagamento com débito direto;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;100;1111;N;S;N;N;S;N;N;N;70,8;87,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. 7,26€/mês;;
GALP;GALP_33;Plano Negócios Plus Eletricidade Verde & Gás Natural - Galp 360 Assist + Plus;;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;S;N;N;N;124,8;153,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. +  Plus: 12,79€/mês;;
GALP;GALP_34;Plano Negócios Plus Eletricidade Verde & Gás Natural - Galp 360 Assist +;;Ndom;12;;;;;DUAL;12;01/07/2025;30/09/2025;111;11;011;1111;N;S;N;N;S;N;N;N;106,8;131,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8% Desconto direto na fatura (termo fixo + termo variável) ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Obriga à contratação de serviços adicionais. ;https://casa.galp.pt;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;https://casa.galp.pt/ajuda/documentos-e-notas-legais/fichas-padronizadas;https://casa.galp.pt/planos-eletricidade-e-gas/flexivel;210 418 400;https://casa.galp.pt/ajuda/fale-connosco;https://sols.galp.com/Minute_FE/;https://casa.galp.pt/ajuda/lojas-e-contactos/lojas-de-eletricidade-e-gas-natural/lojas/todas;210 418 400;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Oferta do cartão Galp Frota Business com descontos diretos em combustível.;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. O Termo Fixo e o Termo Energia podem ser revistos trimestralmente durante o ano, com base no Índice de Preços no Consumidor, sem habitação, divulgado pelo Instituto Nacional de Estatística e nas variações das cotações internacionais que condicionam respetivamente os preços de referência para a aquisição de gás natural e eletricidade na Península Ibérica (MIBGÁS, TTF e Brent, OMIE e OMIP).    ;Galp 360 Assist. +: 10,95€/mês;;
